task_name,official_agent,official_model,official_effort,official_runtime_video,solver_success,validation_success,failure_message,instruction,validator_path,validator_archive,reference_path,official_result_dir,official_result_artifact_present,review_status,review_category,behavioral_countertest,evidence_path
task_0213,codex,gpt-6-astra,high,True,True,False,SpawnTop must line up with the bottom tip of the branch closest to the water,"Rotate the Sprite2D back to 0 and scale it back to Vector2(0.07473366, 0.08652595). Add a Node2D named SpawningPoints under the Trap node. Inside SpawningPoints, create two Marker2D children named SpawnTop and SpawnBot. Place one marker on the bottom tip of the branch closest to the water surface, and place the other marker at the rightmost bottom tip of the trunk of the tree; ensure each Marker2D's position is visually aligned with the sprite texture. Set SpawnBot's z_index to 1.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0213\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0213.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0213,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0213_codex_20260907_075328,False,unreviewed,,,
task_0214,codex,gpt-6-astra,high,True,True,False,SpawnTop must line up with the bottom tip of the branch closest to the water,"Rotate the Sprite2D back to 0 and scale it back to Vector2(0.07473366, 0.08652595). Add a Node2D named SpawningPoints under the Trap node. Inside SpawningPoints, create two Marker2D children named SpawnTop and SpawnBot. Place one marker on the bottom tip of the branch closest to the water surface, and place the other marker at the rightmost bottom tip of the trunk of the tree; ensure each Marker2D's position is visually aligned with the sprite texture. Set SpawnBot's z_index to 1.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0214\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0214.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0214,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0214_codex_20260907_075331,False,unreviewed,,,
task_0215,codex,gpt-6-astra,high,True,True,False,SpawnTop must line up with the bottom tip of the branch closest to the water,"Rotate the Sprite2D back to 0 and scale it back to Vector2(0.07473366, 0.08652595). Add a Node2D named SpawningPoints under the Trap node. Inside SpawningPoints, create two Marker2D children named SpawnTop and SpawnBot. Place one marker on the bottom tip of the branch closest to the water surface, and place the other marker at the rightmost bottom tip of the trunk of the tree; ensure each Marker2D's position is visually aligned with the sprite texture. Set SpawnBot's z_index to 1.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0215\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0215.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0215,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0215_codex_20260907_075406,False,unreviewed,,,
task_0216,codex,gpt-6-astra,high,True,True,False,CoinHighlight1 must tightly cover one of the coins with overlap above 90% (best IoU=0.8539),"Add a Node2D named CoinHighlights under the Level node. Inside CoinHighlights, create six semi-transparent circular Polygon2D nodes named CoinHighlight1 through CoinHighlight6. Place one very tight circle over each yellow star coin in the platformer image so each highlight closely covers its coin with minimal spill outside the coin.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0216\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0216.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0216,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0216_codex_20260907_075307,False,unreviewed,,,
task_0217,codex,gpt-6-astra,high,True,True,False,CoinHighlight1 must tightly cover one of the coins with overlap above 90% (best IoU=0.7825),"Add a Node2D named CoinHighlights under the Level node. Inside CoinHighlights, create six semi-transparent circular Polygon2D nodes named CoinHighlight1 through CoinHighlight6. Place one very tight circle over each yellow star coin in the platformer image so each highlight closely covers its coin with minimal spill outside the coin.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0217\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0217.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0217,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0217_codex_20260907_075356,False,unreviewed,,,
task_0218,codex,gpt-6-astra,high,True,True,False,CoinHighlight1 must tightly cover one of the coins with overlap above 90% (best IoU=0.7527),"Add a Node2D named CoinHighlights under the Level node. Inside CoinHighlights, create six semi-transparent circular Polygon2D nodes named CoinHighlight1 through CoinHighlight6. Place one very tight circle over each yellow star coin in the platformer image so each highlight closely covers its coin with minimal spill outside the coin.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0218\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0218.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0218,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0218_codex_20260907_075352,False,unreviewed,,,
task_0219,codex,gpt-6-astra,high,True,True,False,CoinHighlight1 must tightly cover one of the coins with overlap above 90% (best IoU=0.8191),"Add a Node2D named CoinHighlights under the Level node. Inside CoinHighlights, create six semi-transparent circular Polygon2D nodes named CoinHighlight1 through CoinHighlight6. Place one very tight circle over each yellow star coin in the platformer image so each highlight closely covers its coin with minimal spill outside the coin.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0219\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0219.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0219,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0219_codex_20260907_075401,False,unreviewed,,,
task_0220,codex,gpt-6-astra,high,True,True,False,CoinHighlight1 must tightly cover one of the coins with overlap above 90% (best IoU=0.8079),"Add a Node2D named CoinHighlights under the Level node. Inside CoinHighlights, create six semi-transparent circular Polygon2D nodes named CoinHighlight1 through CoinHighlight6. Place one very tight circle over each yellow star coin in the platformer image so each highlight closely covers its coin with minimal spill outside the coin.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0220\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0220.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0220,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0220_codex_20260907_075400,False,unreviewed,,,
task_0221,codex,gpt-6-astra,high,True,True,False,CoinHighlight1 must tightly cover one of the coins with overlap above 90% (best IoU=0.8539),"Add a Node2D named CoinHighlights under the Level node. Inside CoinHighlights, create six semi-transparent circular Polygon2D nodes named CoinHighlight1 through CoinHighlight6. Place one very tight circle over each yellow star coin in the platformer image so each highlight closely covers its coin with minimal spill outside the coin.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0221\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0221.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0221,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0221_codex_20260907_075348,False,unreviewed,,,
task_0222,codex,gpt-6-astra,high,True,True,False,CoinHighlight1 must tightly cover one of the coins with overlap above 90% (best IoU=0.8692),"Rotate the Level node to 0.37 radians. Add a Node2D named CoinHighlights under the Level node. Inside CoinHighlights, create six semi-transparent circular Polygon2D nodes named CoinHighlight1 through CoinHighlight6. Place one very tight circle over each yellow star coin in the rotated platformer image so each highlight closely covers its coin with minimal spill outside the coin.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0222\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0222.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0222,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0222_codex_20260907_075432,False,unreviewed,,,
task_0223,codex,gpt-6-astra,high,True,True,False,CoinHighlight1 must tightly cover one of the coins with overlap above 90% (best IoU=0.8124),"Rotate the Level node to -0.43 radians. Add a Node2D named CoinHighlights under the Level node. Inside CoinHighlights, create six semi-transparent circular Polygon2D nodes named CoinHighlight1 through CoinHighlight6. Place one very tight circle over each yellow star coin in the rotated platformer image so each highlight closely covers its coin with minimal spill outside the coin.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0223\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0223.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0223,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0223_codex_20260907_075415,False,unreviewed,,,
task_0224,codex,gpt-6-astra,high,True,True,False,CoinHighlight1 must tightly cover one of the coins with overlap above 90% (best IoU=0.8319),"Rotate the Level node to 0.22 radians. Add a Node2D named CoinHighlights under the Level node. Inside CoinHighlights, create six semi-transparent circular Polygon2D nodes named CoinHighlight1 through CoinHighlight6. Place one very tight circle over each yellow star coin in the rotated platformer image so each highlight closely covers its coin with minimal spill outside the coin.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0224\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0224.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0224,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0224_codex_20260907_075415,False,unreviewed,,,
task_0225,codex,gpt-6-astra,high,True,True,False,CoinHighlight1 must tightly cover one of the coins with overlap above 90% (best IoU=0.8642),"Rotate the Level node to -0.11 radians. Add a Node2D named CoinHighlights under the Level node. Inside CoinHighlights, create six semi-transparent circular Polygon2D nodes named CoinHighlight1 through CoinHighlight6. Place one very tight circle over each yellow star coin in the rotated platformer image so each highlight closely covers its coin with minimal spill outside the coin.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0225\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0225.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0225,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0225_codex_20260907_075509,False,unreviewed,,,
task_0226,codex,gpt-6-astra,high,True,True,False,CoinHighlight1 must tightly cover one of the coins with overlap above 90% (best IoU=0.8166),"Rotate the Level node to 0.04 radians. Add a Node2D named CoinHighlights under the Level node. Inside CoinHighlights, create six semi-transparent circular Polygon2D nodes named CoinHighlight1 through CoinHighlight6. Place one very tight circle over each yellow star coin in the rotated platformer image so each highlight closely covers its coin with minimal spill outside the coin.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0226\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0226.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0226,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0226_codex_20260907_075510,False,unreviewed,,,
task_0227,codex,gpt-6-astra,high,True,True,False,StarHighlight must cover the star with overlap above 85% (IoU=0.6275),"Keep the Level node aligned to the viewport with position (53, 5.5), scale (0.65, 0.65), and rotation 0. Keep Sprite2D using assets/sprites/platformer_coins.jpg with centered set to false. Add a Node2D named StarHighlights under the Level node. Inside StarHighlights, create a semi-transparent Polygon2D named StarHighlight. Shape and place the polygon so it matches the single yellow star collectible near the top of the platformer image as closely as possible, with minimal spill outside the star.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0227\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0227.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0227,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0227_codex_20260907_075437,False,unreviewed,,,
task_0228,codex,gpt-6-astra,high,True,True,False,StarHighlight must cover the star with overlap above 85% (IoU=0.6519),"Keep the Level node aligned to the viewport with position (147.06, 123.832), scale (0.58, 0.58), and rotation -0.1 radians. Keep Sprite2D using assets/sprites/platformer_coins.jpg with centered set to false. Add a Node2D named StarHighlights under the Level node. Inside StarHighlights, create a semi-transparent Polygon2D named StarHighlight. Shape and place the polygon so it matches the single yellow star collectible near the top of the platformer image as closely as possible, with minimal spill outside the star.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0228\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0228.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0228,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0228_codex_20260907_075515,False,unreviewed,,,
task_0229,codex,gpt-6-astra,high,True,True,False,StarHighlight must cover the star with overlap above 85% (IoU=0.6729),"Keep the Level node aligned to the viewport with position (182.04, 28.342), scale (0.6, 0.6), and rotation 0.08 radians. Keep Sprite2D using assets/sprites/platformer_coins.jpg with centered set to false. Add a Node2D named StarHighlights under the Level node. Inside StarHighlights, create a semi-transparent Polygon2D named StarHighlight. Shape and place the polygon so it matches the single yellow star collectible near the top of the platformer image as closely as possible, with minimal spill outside the star.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0229\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0229.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0229,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0229_codex_20260907_075509,False,unreviewed,,,
task_0230,codex,gpt-6-astra,high,True,True,False,StarHighlight must cover the star with overlap above 85% (IoU=0.6622),"Keep the Level node aligned to the viewport with position (163.975, 154.92), scale (0.55, 0.55), and rotation -0.14 radians. Keep Sprite2D using assets/sprites/platformer_coins.jpg with centered set to false. Add a Node2D named StarHighlights under the Level node. Inside StarHighlights, create a semi-transparent Polygon2D named StarHighlight. Shape and place the polygon so it matches the single yellow star collectible near the top of the platformer image as closely as possible, with minimal spill outside the star.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0230\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0230.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0230,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0230_codex_20260907_075520,False,unreviewed,,,
task_0231,codex,gpt-6-astra,high,True,True,False,StarHighlight must cover the star with overlap above 85% (IoU=0.6305),"Keep the Level node aligned to the viewport with position (184.431, 4.461), scale (0.61, 0.61), and rotation 0.12 radians. Keep Sprite2D using assets/sprites/platformer_coins.jpg with centered set to false. Add a Node2D named StarHighlights under the Level node. Inside StarHighlights, create a semi-transparent Polygon2D named StarHighlight. Shape and place the polygon so it matches the single yellow star collectible near the top of the platformer image as closely as possible, with minimal spill outside the star.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0231\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0231.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0231,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0231_codex_20260907_075511,False,unreviewed,,,
task_0232,codex,gpt-6-astra,high,True,True,False,StarHighlight must cover the star with overlap above 85% (IoU=0.5743),"Keep the Level node aligned to the viewport with position (165.228, 108.717), scale (0.57, 0.57), and rotation -0.06 radians. Keep Sprite2D using assets/sprites/platformer_coins.jpg with centered set to false. Add a Node2D named StarHighlights under the Level node. Inside StarHighlights, create a semi-transparent Polygon2D named StarHighlight. Shape and place the polygon so it matches the single yellow star collectible near the top of the platformer image as closely as possible, with minimal spill outside the star.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0232\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0232.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0232,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0232_codex_20260907_075547,False,unreviewed,,,
task_0233,codex,gpt-6-astra,high,True,True,False,StarHighlight must cover the star with overlap above 85% (IoU=0.6292),"Keep the Level node aligned to the viewport with position (213.586, 3.171), scale (0.59, 0.59), and rotation 0.15 radians. Keep Sprite2D using assets/sprites/platformer_coins.jpg with centered set to false. Add a Node2D named StarHighlights under the Level node. Inside StarHighlights, create a semi-transparent Polygon2D named StarHighlight. Shape and place the polygon so it matches the single yellow star collectible near the top of the platformer image as closely as possible, with minimal spill outside the star.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0233\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0233.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0233,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0233_codex_20260907_075548,False,unreviewed,,,
task_0234,codex,gpt-6-astra,high,True,True,False,StarHighlight must cover the star with overlap above 85% (IoU=0.5984),"Keep the Level node aligned to the viewport with position (173.749, 180.879), scale (0.53, 0.53), and rotation -0.18 radians. Keep Sprite2D using assets/sprites/platformer_coins.jpg with centered set to false. Add a Node2D named StarHighlights under the Level node. Inside StarHighlights, create a semi-transparent Polygon2D named StarHighlight. Shape and place the polygon so it matches the single yellow star collectible near the top of the platformer image as closely as possible, with minimal spill outside the star.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0234\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0234.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0234,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0234_codex_20260907_075548,False,unreviewed,,,
task_0235,codex,gpt-6-astra,high,True,True,False,StarHighlight must cover the star with overlap above 85% (IoU=0.6640),"Keep the Level node aligned to the viewport with position (161.296, 41.702), scale (0.61, 0.61), and rotation 0.04 radians. Keep Sprite2D using assets/sprites/platformer_coins.jpg with centered set to false. Add a Node2D named StarHighlights under the Level node. Inside StarHighlights, create a semi-transparent Polygon2D named StarHighlight. Shape and place the polygon so it matches the single yellow star collectible near the top of the platformer image as closely as possible, with minimal spill outside the star.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0235\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0235.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0235,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0235_codex_20260907_075553,False,unreviewed,,,
task_0236,codex,gpt-6-astra,high,True,True,False,StarHighlight must cover the star with overlap above 85% (IoU=0.6332),"Keep the Level node aligned to the viewport with position (211.163, 22.665), scale (0.55, 0.55), and rotation 0.16 radians. Keep Sprite2D using assets/sprites/platformer_coins.jpg with centered set to false. Add a Node2D named StarHighlights under the Level node. Inside StarHighlights, create a semi-transparent Polygon2D named StarHighlight. Shape and place the polygon so it matches the single yellow star collectible near the top of the platformer image as closely as possible, with minimal spill outside the star.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0236\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0236.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0236,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0236_codex_20260907_075615,False,unreviewed,,,
task_0237,codex,gpt-6-astra,high,True,True,False,StarHighlight must stay inside the platformer image bounds,"Keep the Level node aligned to the viewport with position (115.625, 61.995), scale (0.64, 0.64), and rotation -0.03 radians. Keep Sprite2D using assets/sprites/platformer_coins.jpg with centered set to false. Add a Node2D named StarHighlights under the Level node. Inside StarHighlights, create a semi-transparent Polygon2D named StarHighlight. Shape and place the polygon so it matches the single yellow star collectible near the top of the platformer image as closely as possible, with minimal spill outside the star.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0237\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0237.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0237,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0237_codex_20260907_075611,False,unreviewed,,,
task_0238,codex,gpt-6-astra,high,True,True,False,GemstoneHighlight should use a purple or pink-purple tint,"Keep the Level node aligned to the viewport with position (53, 5.5), scale (0.65, 0.65), and rotation 0. Keep Sprite2D using assets/sprites/platformer_coins.jpg with centered set to false. Add a Node2D named GemstoneHighlights under the Level node. Inside GemstoneHighlights, create a semi-transparent Polygon2D named GemstoneHighlight. Shape and place the polygon so it closely covers the gemstone.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0238\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0238.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0238,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0238_codex_20260907_075551,False,unreviewed,,,
task_0240,codex,gpt-6-astra,high,True,True,False,GemstoneHighlight must cover the gemstone with overlap above 85% (IoU=0.8251),"Keep the Level node aligned to the viewport with position (170.225, 12.571), scale (0.62, 0.62), and rotation 0.09 radians. Keep Sprite2D using assets/sprites/platformer_coins.jpg with centered set to false. Add a Node2D named GemstoneHighlights under the Level node. Inside GemstoneHighlights, create a semi-transparent Polygon2D named GemstoneHighlight. Shape and place the polygon so it closely covers the gemstone.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0240\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0240.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0240,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0240_codex_20260907_075553,False,unreviewed,,,
task_0244,codex,gpt-6-astra,high,True,True,False,GemstoneHighlight should use a purple or pink-purple tint,"Keep the Level node aligned to the viewport with position (188.509, -25.555), scale (0.63, 0.63), and rotation 0.16 radians. Keep Sprite2D using assets/sprites/platformer_coins.jpg with centered set to false. Add a Node2D named GemstoneHighlights under the Level node. Inside GemstoneHighlights, create a semi-transparent Polygon2D named GemstoneHighlight. Shape and place the polygon so it closely covers the gemstone.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0244\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0244.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0244,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0244_codex_20260907_075641,False,unreviewed,,,
task_0245,codex,gpt-6-astra,high,True,True,False,GemstoneHighlight should use a purple or pink-purple tint,"Keep the Level node aligned to the viewport with position (180.812, 188.842), scale (0.52, 0.52), and rotation -0.19 radians. Keep Sprite2D using assets/sprites/platformer_coins.jpg with centered set to false. Add a Node2D named GemstoneHighlights under the Level node. Inside GemstoneHighlights, create a semi-transparent Polygon2D named GemstoneHighlight. Shape and place the polygon so it closely covers the gemstone.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0245\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0245.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0245,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0245_codex_20260907_075643,False,unreviewed,,,
task_0248,codex,gpt-6-astra,high,True,True,False,GemstoneHighlight must cover the gemstone with overlap above 85% (IoU=0.8251),"Keep the Level node aligned to the viewport with position (118.631, 56.766), scale (0.64, 0.64), and rotation -0.02 radians. Keep Sprite2D using assets/sprites/platformer_coins.jpg with centered set to false. Add a Node2D named GemstoneHighlights under the Level node. Inside GemstoneHighlights, create a semi-transparent Polygon2D named GemstoneHighlight. Shape and place the polygon so it closely covers the gemstone.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0248\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0248.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0248,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0248_codex_20260907_075714,False,unreviewed,,,
task_0263,codex,gpt-6-astra,high,True,True,False,DetectRange.base_range_size must be 30.0,"Implement the hero-versus-goblin aggro targeting setup from the tutorial. In `res://data/units/unit_stats.gd`, define `TARGET = { Team.PLAYER: ""goblins"", Team.ENEMY: ""heroes"" }` so units can look up the opposing group name from their team. Create `res://custom_nodes/detect_range.gd` as `class_name DetectRange` extending `Area2D` with exported `col_shape: CollisionShape2D`, `base_range_size: float`, and `stats: UnitStats`; when `stats` is assigned, set `collision_layer` to `4 * (stats.team + 1)`, set `collision_mask` to `2 - stats.team`, and replace the collision shape with a `CircleShape2D` whose radius is `base_range_size * stats.attack_range`. Create `res://custom_nodes/target_finder.gd` as `class_name TargetFinder` extending `Node` with an exported `actor: BattleUnit`, a `target: BattleUnit`, a `targets_in_range: Array[BattleUnit]`, and a `targets_in_range_changed` signal. On ready, connect the actor's `DetectRange.area_entered` and `area_exited` signals to handlers that append or erase only `BattleUnit` instances and emit `targets_in_range_changed`. Implement `find_target()` so it uses `UnitStats.TARGET`, `get_nodes_in_group()`, and `distance_squared_to()` to store the closest opposing `BattleUnit` in `target`, and implement `has_target_in_range()` to return whether `targets_in_range` is non-empty. In `res://scenes/battle_unit/battle_unit.tscn`, add a `DetectRange` Area2D child with a `CollisionShape2D` child and a sibling `TargetFinder` node, wire both to the battle unit, and in `res://scenes/battle_unit/battle_unit.gd` expose them as `detect_range` and `target_finder` onready variables while assigning `detect_range.stats = stats` when battle-unit stats are set.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0263\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0263.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0263,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0263_codex_20260907_075939,False,unreviewed,,,
